name,summary
Design logos,"Un logotype, ou (en forme abrégée) un logo, est une composition figurée servant à identifier visuellement, de façon immédiate une entreprise, une marque, une association, une institution, un produit, un service, un événement ou toute autre sorte d'organisations dans le but de se faire connaître et reconnaître des publics et marchés auquel il s'adresse et de se différencier des autres entités d'un même secteur. Les logos sont des modèles déposés dont la reproduction sans autorisation est punissable comme contrefaçon.
Concernant les institutions et administrations publiques, on parle également de symboles, d'armes ou d'emblèmes officiels qui figurent sur des écus, des sceaux ou des drapeaux. Ils sont protégés par un privilège de la puissance publique sans avoir besoin d'être déposés comme une marque ou un modèle commercial.

Un logotype était à l'origine, en typographique, une marque écrite à l'aide d'une fonte de caractères spéciale, et disposée d'une manière particulière, mais lisible. Dans l'industrie automobile on dit plutôt monogramme, dans le cas du nom de marque placé à l'arrière des véhicules.
Il convient de ne pas confondre logo et pictogramme. Ce dernier est un signe ayant pour fonction de désigner l’action ou l’objet qu’il représente afin de donner accès plutôt à une chose, alors que le logo sert à désigner plutôt une personne. 
L'usage fait que l'on appelle aussi abusivement « logo » un graphisme déposé. 
Un logo peut prendre aussi des formes non-visuelles. Par exemple, il peut être sonore, il s'agit alors d'identité sonore ou de logo sonore, ou encore olfactif.

.
"
Design urbain,"L'urbanisme est l'ensemble des sciences, des techniques et des arts relatifs à l'organisation et à l'aménagement des espaces urbains. Ce projet peut être sous-tendu par une volonté d'assurer le bien-être de l'homme et d'améliorer les rapports sociaux en préservant l'environnement. Les professionnels qui exercent ce métier sont des urbanistes.
Selon les traditions académiques, cette discipline est associée tantôt à l'architecture, tantôt à la géographie, selon l'aspect mis en avant, l'intervention urbaine ou l'étude théorique. En France, l'enseignement et la recherche universitaire dans ce champ relèvent d'une section spécifique du Conseil national des universités (24, Aménagement de l'espace, Urbanisme).
L'urbaniste Pierre Merlin écrit :

« Les géographes ont souvent eu tendance à considérer, en France notamment, l'aménagement (et en particulier l'aménagement urbain, voire l'urbanisme) comme un prolongement naturel de leur discipline. Il s'agit en fait de champs d'action pluridisciplinaires par nature qui ne sauraient être l'apanage d'une seule discipline quelle qu'elle soit. Mais la géographie, discipline de l'espace à différentes échelles, est concernée au premier chef. »

L'urbanisme intègre le domaine de la planification spatiale et met en pratique les méthodes de la planification au service de l'aménagement du territoire et de l'urbanisme. On distingue différentes échelles de la planification spatiale :

le territoire national : l'aménagement du territoire ;
la région, le massif ou une bande littorale : la planification régionale ;
le quartier, la ville, jusqu'à l'agglomération : l'urbanisme ;
l'îlot ou un groupe de bâtiments dont la composition n'atteint pas la superficie du quartier : la composition urbaine ;
le bâtiment : l'architecture..
"
Design web,"La création et la conception de site web ou web design est la conception de l'interface web : l’architecture interactionnelle, l’organisation des pages, l’arborescence et la navigation dans un site web. La conception d'un design web tient compte des contraintes spécifiques du support Internet, notamment en matière d’ergonomie, d’utilisabilité et d’accessibilité.
Le web design réclame donc des compétences en programmation, en ergonomie et en interactivité, ainsi qu'une bonne connaissance des contraintes techniques liées à ce domaine. Ces contraintes techniques incluent la diversité des terminaux web et de leurs affichages, l'accessibilité, les spécificités des différents langages et processus, la portabilité, le respect des recommandations du W3C, etc.
Le web design d'un site se présente en premier temps sous forme de maquette fonctionnelle avec des spécifications techniques : ergonomie, charte graphique, identité visuelle, marketing, interactivité. 
Un site web peut être constitué par une simple page statique au format HTML éventuellement  mise en forme ou enrichie de CSS incluant des images et des liens vers d'autres contenus, ou constitué de contenus dynamiques ou l'on peut greffer des fonctionnalités pour le rendre interactif avec des services programmés en Java, PHP ou autre langage serveur, des formulaires supposant un traitement en JavaScript, ou Ajax. Il peut reposer sur des technologies de base de données, par exemple MySQL ou MongoDB..
"
Diagnostic informatique,"Le diagnostic d'un système matériel désigne toute méthode permettant de déterminer si une machine est défaillante ou non et de déterminer l'origine de la panne à partir des informations relevées par observation, contrôles et tests.
Cette méthode peut se présenter sous diverses natures et divers supports. Il peut s'agir :

d'un algorithme de détection électronique ou informatique
d'un arbre de défaillance ou arbre de localisation de panne
d'un simple test visuel.
"
Diagnostique matériel informatique,"Le diagnostic d'un système matériel désigne toute méthode permettant de déterminer si une machine est défaillante ou non et de déterminer l'origine de la panne à partir des informations relevées par observation, contrôles et tests.
Cette méthode peut se présenter sous diverses natures et divers supports. Il peut s'agir :

d'un algorithme de détection électronique ou informatique
d'un arbre de défaillance ou arbre de localisation de panne
d'un simple test visuel.
"
Digital Strategy,"Digital marketing is the component of marketing that uses the Internet and online based digital technologies such as desktop computers, mobile phones and other digital media and platforms to promote products and services. Its development during the 1990s and 2000s changed the way brands and businesses use technology for marketing. As digital platforms became increasingly incorporated into marketing plans and everyday life, and as people increasingly use digital devices instead of visiting physical shops, digital marketing campaigns have become prevalent, employing combinations of search engine optimization (SEO), search engine marketing (SEM), content marketing, influencer marketing, content automation, campaign marketing, data-driven marketing, e-commerce marketing, social media marketing, social media optimization, e-mail direct marketing, display advertising, e–books, and optical disks and games have become commonplace. Digital marketing extends to non-Internet channels that provide digital media, such as television, mobile phones (SMS and MMS), callback, and on-hold mobile ring tones. The extension to non-Internet channels differentiates digital marketing from online advertising..
"
Direction de projet,"La direction de projet est exercée par un chef de projet dont le niveau hiérarchique et le titre dépendent de l'importance du projet.
Les projets d'importance sont dirigés par un directeur de projet, qui est la personne responsable de l'aboutissement d'un projet (par exemple, d'un projet d'évolution du système d'information) :

sur le plan du budget ou du coût ;
sur le plan des délais (les plannings, les jalons) ;
sur le plan du respect des spécifications (la réponse aux besoins) ;
sur le plan de la qualité.Pour les projets d’évolution du système d'information, le directeur de projet est chargé de coordonner les travaux de la maîtrise d'ouvrage et de la maîtrise d'œuvre. C'est en ce sens qu'il se distingue du chef de projet qui, en général, n'a en charge que la partie « réalisation » au sens large (MOE) d'un projet.
Plus généralement, le projet peut également faire partie d'un ensemble plus complexe, souvent appelé programme et l'on parle alors d'un directeur de programme. Le programme est alors composé de plusieurs projets dirigés par des chefs de projets différents et couvre un périmètre très large : juridique, marketing, informatique, technique, formation du personnel, organisation, logistique, communication, etc.
Selon l'organisation et la taille des structures de travail, le directeur de projet peut porter différentes appellations comme celui de coordonnateur/responsable/gestionnaire/administrateur de projet ou encore de chef de projet..
"
Exploration des données,"L’analyse des données (aussi appelée analyse exploratoire des données ou AED) est une famille de méthodes statistiques dont les principales caractéristiques sont d'être multidimensionnelles et descriptives. Dans l'acception française, la terminologie « analyse des données » désigne donc un sous-ensemble de ce qui est appelé plus généralement la statistique multivariée. Certaines méthodes, pour la plupart géométriques, aident à faire ressortir les relations pouvant exister entre les différentes données et à en tirer une information statistique qui permet de décrire de façon plus succincte les principales informations contenues dans ces données. D'autres techniques permettent de regrouper les données de façon à faire apparaître clairement ce qui les rend homogènes, et ainsi mieux les connaître.
L’analyse des données permet de traiter un nombre très important de données et de dégager les aspects les plus intéressants de la structure de celles-ci. Le succès de cette discipline dans les dernières années est dû, dans une large mesure, aux représentations graphiques fournies. Ces graphiques peuvent mettre en évidence des relations difficilement saisies par l’analyse directe des données ; mais surtout, ces représentations ne sont pas liées à une opinion « a priori » sur les lois des phénomènes analysés contrairement aux méthodes de la statistique classique.
Les fondements mathématiques de l’analyse des données ont commencé à se développer au début du XXe siècle, mais ce sont les ordinateurs qui ont rendu cette discipline opérationnelle, et qui en ont permis une utilisation très étendue. Mathématiques et informatique sont ici intimement liées..
"
Exécution des tests,"En informatique, un test désigne une procédure de vérification partielle d'un système. Son objectif principal est d'identifier un nombre maximal de comportements problématiques du logiciel. Il permet ainsi, dès lors que les problèmes identifiés seront corrigés, d'en augmenter la qualité.
D'une manière plus générale, le test désigne toutes les activités qui consistent à rechercher des informations quant à la qualité du système afin de permettre la prise de décisions.
Un test ressemble à une expérience scientifique. Il examine une hypothèse exprimée en fonction de trois éléments : les données en entrée, l'objet à tester et les observations attendues. Cet examen est effectué sous conditions contrôlées pour pouvoir tirer des conclusions et, dans l'idéal, être reproduit..
"
Facebook Marketing,"Social media marketing is the use of social media platforms and websites to promote a product or service. Although the terms e-marketing and digital marketing are still dominant in academia, social media marketing is becoming more popular for both practitioners and researchers. Most social media platforms have built-in data analytics tools, enabling companies to track the progress, success, and engagement of ad campaigns. Companies address a range of stakeholders through social media marketing, including current and potential customers, current and potential employees, journalists, bloggers, and the general public. On a strategic level, social media marketing includes the management of a marketing campaign, governance, setting the scope (e.g. more active or passive use) and the establishment of a firm's desired social media ""culture"" and ""tone.""
When using social media marketing, firms can allow customers and Internet users to post user-generated content (e.g., online comments, product reviews, etc.), also known as ""earned media,"" rather than use marketer-prepared advertising copy..
"
Feuilles de style en cascade (CSS),"Les feuilles de style en cascade, généralement appelées CSS de l'anglais Cascading Style Sheets, forment un langage informatique qui décrit la présentation des documents HTML et XML. Les standards définissant CSS sont publiés par le World Wide Web Consortium (W3C). Introduit au milieu des années 1990, CSS devient couramment utilisé dans la conception de sites web et bien pris en charge par les navigateurs web dans les années 2000..
"
Framework Spring,"En informatique, Spring est un framework open source pour construire et définir l'infrastructure d'une application Java, dont il facilite le développement et les tests.
En 2004, Rod Johnson a écrit le livre Expert One-on-One J2EE Design and Development qui explique les raisons de la création de Spring..
"
GSM,"The Global System for Mobile Communications (GSM) is a standard developed by the European Telecommunications Standards Institute (ETSI) to describe the protocols for second-generation (2G) digital cellular networks used by mobile devices such as mobile phones and tablets. GSM is also a trade mark owned by the GSM Association. GSM may also refer to the Full Rate voice codec.It was first implemented in Finland in December 1991. By the mid-2010s, it became a global standard for mobile communications achieving over 90% market share, and operating in over 193 countries and territories.2G networks developed as a replacement for first generation (1G) analog cellular networks. The GSM standard originally described a digital, circuit-switched network optimized for full duplex voice telephony. This expanded over time to include data communications, first by circuit-switched transport, then by packet data transport via General Packet Radio Service (GPRS), and Enhanced Data Rates for GSM Evolution (EDGE).
Subsequently, the 3GPP developed third-generation (3G) UMTS standards, followed by the fourth-generation (4G) LTE Advanced and the fifth-generation 5G standards, which do not form part of the ETSI GSM standard.
As a result of the network's widespread use across Europe, the acronym ""GSM"" was briefly used as a generic term for mobile phones in France, the Netherlands, Bulgaria and in Belgium. A great number of people in Belgium still use it to date. Beginning in the late 2010s, various carriers worldwide started to shut down their GSM networks..
"
General Data Protection Regulation (GDPR),"The General Data Protection Regulation (EU) (GDPR) is a regulation in EU law on data protection and privacy in the European Union (EU) and the European Economic Area (EEA). The GDPR is an important component of EU privacy law and of human rights law, in particular Article 8(1) of the Charter of Fundamental Rights of the European Union. It also addresses the transfer of personal data outside the EU and EEA areas. The GDPR's primary aim is to enhance individuals' control and rights over their personal data and to simplify the regulatory environment for international business.  Superseding the Data Protection Directive 95/46/EC, the regulation contains provisions and requirements related to the processing of personal data of individuals (formally called data subjects in the GDPR) who are located in the EEA, and applies to any enterprise—regardless of its location and the data subjects' citizenship or residence—that is processing the personal information of individuals inside the EEA.
The GDPR was adopted on 14 April 2016 and became enforceable beginning 25 May 2018. As the GDPR is a regulation, not a directive, it is directly binding and applicable, and provides flexibility for certain aspects of the regulation to be adjusted by individual member states.
The regulation became a model for many other laws across the world, including in Turkey, Mauritius, Chile, Japan, Brazil, South Korea, South Africa, Argentina and Kenya. As of 6 October 2022 the United Kingdom retains the law in identical form despite no longer being an EU member state. The California Consumer Privacy Act (CCPA), adopted on 28 June 2018, has many similarities with the GDPR..
"
Gestion de Projet Web,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Gestion de la chaîne logistique,"La gestion de la chaîne logistique (GCL; en anglais, supply chain management ou SCM) est un savoir-faire d'application qui vise une mise en œuvre ou une gestion opérationnelle, soit le respect sur le terrain de l'enchaînement des tâches (illustré par le terme de « chaîne »), ainsi que le bon fonctionnement du système logistique, tel que fixé par le cahier des charges logistique de l'organisation concernée.
L'objectif de la gestion de la chaîne logistique est de contribuer à la complexité de cette chaîne en proposant les différents mécanismes de coordination (Atour Taghipour, 2014). Récemment, la résilience de la chaîne d’approvisionnement est devenue un élément de plus en plus important du SCM. En outre, les pratiques de gestion durable jouent un rôle croissant dans la SCM.

.
"
Gestion de la logistique,"La gestion de la chaîne logistique (GCL; en anglais, supply chain management ou SCM) est un savoir-faire d'application qui vise une mise en œuvre ou une gestion opérationnelle, soit le respect sur le terrain de l'enchaînement des tâches (illustré par le terme de « chaîne »), ainsi que le bon fonctionnement du système logistique, tel que fixé par le cahier des charges logistique de l'organisation concernée.
L'objectif de la gestion de la chaîne logistique est de contribuer à la complexité de cette chaîne en proposant les différents mécanismes de coordination (Atour Taghipour, 2014). Récemment, la résilience de la chaîne d’approvisionnement est devenue un élément de plus en plus important du SCM. En outre, les pratiques de gestion durable jouent un rôle croissant dans la SCM.

.
"
Gestion de projet,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Gestion de projet international,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Gestion des entrepôts,"La gestion de la chaîne logistique (GCL; en anglais, supply chain management ou SCM) est un savoir-faire d'application qui vise une mise en œuvre ou une gestion opérationnelle, soit le respect sur le terrain de l'enchaînement des tâches (illustré par le terme de « chaîne »), ainsi que le bon fonctionnement du système logistique, tel que fixé par le cahier des charges logistique de l'organisation concernée.
L'objectif de la gestion de la chaîne logistique est de contribuer à la complexité de cette chaîne en proposant les différents mécanismes de coordination (Atour Taghipour, 2014). Récemment, la résilience de la chaîne d’approvisionnement est devenue un élément de plus en plus important du SCM. En outre, les pratiques de gestion durable jouent un rôle croissant dans la SCM.

.
"
Gestion des risques,"La gestion des risques, ou l'anglicisme, management du risque (de l'anglais : risk management), est la discipline visant à identifier, évaluer et hiérarchiser les risques liés aux activités d'une organisation, quelles que soient la nature ou l'origine de ces risques, puis à les traiter méthodiquement, de manière coordonnée et économique, afin de réduire et contrôler la probabilité des événements redoutés, et leur impact éventuel.
À ce titre, il s'agit d'une composante de la stratégie d'entreprise qui vise à réduire la probabilité d'échec ou d'incertitude de tous les facteurs pouvant affecter son projet d'entreprise. La gestion en continu de la grille de risques d'une entreprise suppose vision et vigilance du dirigeant et de ses conseils et cadres, pour la réadapter aux réalités du terrain et des systèmes régulateurs qui s'y appliquent.
Dans les grandes entreprises, on trouve des équipes spécialisées à la tête desquelles œuvre un gestionnaire du risque ou risk manager. Il a donc vocation à gérer les risques de l'entreprise qui l'emploie.
Les entreprises de taille moyenne sont encore peu préoccupées de gestion des risques. Selon une étude du cabinet d'audit Mazars, qui a interrogé environ 200 entreprises affichant des chiffres d'affaires de 100 millions à quelques milliards d'euros, les risques qui les inquiètent le plus sont ceux qui peuvent entraîner une sanction du client, suivis des risques techniques ou opérationnels. Viennent ensuite les risques industriels, juridiques, fiscaux et informatiques.
La gestion des risques est liée à la Hiérarchie du contrôle des dangers qui permet d'orienter le choix des mesures vers celles qui sont les plus efficaces..
"
Gestion des risques d’entreprise,"La gestion des risques, ou l'anglicisme, management du risque (de l'anglais : risk management), est la discipline visant à identifier, évaluer et hiérarchiser les risques liés aux activités d'une organisation, quelles que soient la nature ou l'origine de ces risques, puis à les traiter méthodiquement, de manière coordonnée et économique, afin de réduire et contrôler la probabilité des événements redoutés, et leur impact éventuel.
À ce titre, il s'agit d'une composante de la stratégie d'entreprise qui vise à réduire la probabilité d'échec ou d'incertitude de tous les facteurs pouvant affecter son projet d'entreprise. La gestion en continu de la grille de risques d'une entreprise suppose vision et vigilance du dirigeant et de ses conseils et cadres, pour la réadapter aux réalités du terrain et des systèmes régulateurs qui s'y appliquent.
Dans les grandes entreprises, on trouve des équipes spécialisées à la tête desquelles œuvre un gestionnaire du risque ou risk manager. Il a donc vocation à gérer les risques de l'entreprise qui l'emploie.
Les entreprises de taille moyenne sont encore peu préoccupées de gestion des risques. Selon une étude du cabinet d'audit Mazars, qui a interrogé environ 200 entreprises affichant des chiffres d'affaires de 100 millions à quelques milliards d'euros, les risques qui les inquiètent le plus sont ceux qui peuvent entraîner une sanction du client, suivis des risques techniques ou opérationnels. Viennent ensuite les risques industriels, juridiques, fiscaux et informatiques.
La gestion des risques est liée à la Hiérarchie du contrôle des dangers qui permet d'orienter le choix des mesures vers celles qui sont les plus efficaces..
"
Gestion des risques opérationnels,"La gestion des risques, ou l'anglicisme, management du risque (de l'anglais : risk management), est la discipline visant à identifier, évaluer et hiérarchiser les risques liés aux activités d'une organisation, quelles que soient la nature ou l'origine de ces risques, puis à les traiter méthodiquement, de manière coordonnée et économique, afin de réduire et contrôler la probabilité des événements redoutés, et leur impact éventuel.
À ce titre, il s'agit d'une composante de la stratégie d'entreprise qui vise à réduire la probabilité d'échec ou d'incertitude de tous les facteurs pouvant affecter son projet d'entreprise. La gestion en continu de la grille de risques d'une entreprise suppose vision et vigilance du dirigeant et de ses conseils et cadres, pour la réadapter aux réalités du terrain et des systèmes régulateurs qui s'y appliquent.
Dans les grandes entreprises, on trouve des équipes spécialisées à la tête desquelles œuvre un gestionnaire du risque ou risk manager. Il a donc vocation à gérer les risques de l'entreprise qui l'emploie.
Les entreprises de taille moyenne sont encore peu préoccupées de gestion des risques. Selon une étude du cabinet d'audit Mazars, qui a interrogé environ 200 entreprises affichant des chiffres d'affaires de 100 millions à quelques milliards d'euros, les risques qui les inquiètent le plus sont ceux qui peuvent entraîner une sanction du client, suivis des risques techniques ou opérationnels. Viennent ensuite les risques industriels, juridiques, fiscaux et informatiques.
La gestion des risques est liée à la Hiérarchie du contrôle des dangers qui permet d'orienter le choix des mesures vers celles qui sont les plus efficaces..
"
Gestion des tests,"En informatique, un test désigne une procédure de vérification partielle d'un système. Son objectif principal est d'identifier un nombre maximal de comportements problématiques du logiciel. Il permet ainsi, dès lors que les problèmes identifiés seront corrigés, d'en augmenter la qualité.
D'une manière plus générale, le test désigne toutes les activités qui consistent à rechercher des informations quant à la qualité du système afin de permettre la prise de décisions.
Un test ressemble à une expérience scientifique. Il examine une hypothèse exprimée en fonction de trois éléments : les données en entrée, l'objet à tester et les observations attendues. Cet examen est effectué sous conditions contrôlées pour pouvoir tirer des conclusions et, dans l'idéal, être reproduit..
"
Gouvernance de la sécurité des informations,"En sécurité des systèmes d'information, la sécurité des données est la branche qui s'intéresse principalement aux données, en complément des aspects de traitement de l'information..
"
HTML/CSS,"Les feuilles de style en cascade, généralement appelées CSS de l'anglais Cascading Style Sheets, forment un langage informatique qui décrit la présentation des documents HTML et XML. Les standards définissant CSS sont publiés par le World Wide Web Consortium (W3C). Introduit au milieu des années 1990, CSS devient couramment utilisé dans la conception de sites web et bien pris en charge par les navigateurs web dans les années 2000..
"
Hardware Diagnostics,"Le diagnostic d'un système matériel désigne toute méthode permettant de déterminer si une machine est défaillante ou non et de déterminer l'origine de la panne à partir des informations relevées par observation, contrôles et tests.
Cette méthode peut se présenter sous diverses natures et divers supports. Il peut s'agir :

d'un algorithme de détection électronique ou informatique
d'un arbre de défaillance ou arbre de localisation de panne
d'un simple test visuel.
"
IT Infrastructure Management,"Information technology infrastructure is defined broadly as a set of information technology (IT) components that are the foundation of an IT service; typically physical components (computer and networking hardware and facilities), but also various software and network components.
According to the ITIL Foundation Course Glossary, IT Infrastructure can also be termed as “All of the hardware, software, networks, facilities, etc., that are required to develop, test, deliver, monitor, control or support IT services. The term IT infrastructure includes all of the Information Technology but not the associated People, Processes and documentation.”

.
"
ITIL,"The Information Technology Infrastructure Library (ITIL)  is a set of detailed practices for IT activities such as IT service management (ITSM) and IT asset management (ITAM) that focus on aligning IT services with the needs of business.ITIL describes processes, procedures, tasks, and checklists which are neither organization-specific nor technology-specific, but can be applied by an organization toward strategy, delivering value, and maintaining a minimum level of competency.  It allows the organization to establish a baseline from which it can plan, implement, and measure.  It is used to demonstrate compliance and to measure improvement. There is no formal independent third party compliance assessment available for ITIL compliance in an organization. Certification in ITIL is only available to individuals.   
Since 2013, ITIL has been owned by AXELOS, a joint venture between Capita and the UK Cabinet Office.Since 2021 that AXELOS was acquired by PeopleCert, ITIL is owned by PeopleCert.  

.
"
ITIL V3,"The Information Technology Infrastructure Library (ITIL)  is a set of detailed practices for IT activities such as IT service management (ITSM) and IT asset management (ITAM) that focus on aligning IT services with the needs of business.ITIL describes processes, procedures, tasks, and checklists which are neither organization-specific nor technology-specific, but can be applied by an organization toward strategy, delivering value, and maintaining a minimum level of competency.  It allows the organization to establish a baseline from which it can plan, implement, and measure.  It is used to demonstrate compliance and to measure improvement. There is no formal independent third party compliance assessment available for ITIL compliance in an organization. Certification in ITIL is only available to individuals.   
Since 2013, ITIL has been owned by AXELOS, a joint venture between Capita and the UK Cabinet Office.Since 2021 that AXELOS was acquired by PeopleCert, ITIL is owned by PeopleCert.  

.
"
ITIL v3 Foundations Certified,"The Information Technology Infrastructure Library (ITIL)  is a set of detailed practices for IT activities such as IT service management (ITSM) and IT asset management (ITAM) that focus on aligning IT services with the needs of business.ITIL describes processes, procedures, tasks, and checklists which are neither organization-specific nor technology-specific, but can be applied by an organization toward strategy, delivering value, and maintaining a minimum level of competency.  It allows the organization to establish a baseline from which it can plan, implement, and measure.  It is used to demonstrate compliance and to measure improvement. There is no formal independent third party compliance assessment available for ITIL compliance in an organization. Certification in ITIL is only available to individuals.   
Since 2013, ITIL has been owned by AXELOS, a joint venture between Capita and the UK Cabinet Office.Since 2021 that AXELOS was acquired by PeopleCert, ITIL is owned by PeopleCert.  

.
"
Influence stratégique,"Le marketing d'influence est un type de marketing qui s'appuie sur des leaders d'opinion pour réaliser la promotion d'un produit ou d'une idéologie. Il correspond à l’identification, à la collecte d’informations, à l’engagement, et à la mise en place d’un réseau qui influent sur le comportement des consommateurs (pendant le parcours client quand le marketing porte sur un produit). Les leaders sont des personnalités, des influenceurs, ou des sites de référence thématiques. Le marketing d'influence identifie des individus ou des sites susceptible d'influencer des « cibles » (acheteurs potentiels…) ; il oriente les activités de marketing autour de ces influenceurs. Il est lié à de nombreux domaines tels que marketing, RP, ventes, service client en vue de mener à une stratégie similaire.
Le contenu créé (ou relayé) par les influenceurs peut être présenté comme une recommandation où ils jouent le rôle d'un potentiel client ou d'un tiers. Les tierces parties font soit partie de la chaîne d'approvisionnement (magasins, distributeurs, fabricants, etc.), soit sont des influenceurs à valeur ajoutée (journalistes, universitaires, analystes du secteur, conseillers professionnels, etc.).
L'influenceur (ou influenceuse) est utilisé(e) comme relai pour ne marque, afin d'inspirer sa communauté en faveur de produits et services qui pourraient la toucher. L'influenceur est recherché pour la communauté d'individus qu'il a construit autour d'un sujet déterminé (plus ou moins large), une audience de plus en plus difficile à atteindre pour les marques.Le marketing d'influence connait une forte croissance depuis l'apparition de l'Internet. Sa valeur globale pour Instagram est maintenant estimée à 1,07 milliard de dollars américains. L'un des facteurs limitant ce nouveau marché est la fraude aux followers. Les faux comptes, faux influenceurs et faux commentaires constituent un « grand marché parallèle ». Le stock de comptes automatisés est estimé au minimum à 3,5 millions en 2019. L'un des facteurs facilitant est le développement des agences ou plateformes de marketing d'influence, comme Favikon, Influence4You, Kolsquare, Hivency et ValueYourNetwork.
A noter : l'influenceur touchant un avantage d'une marque (produit gratuit ou rémunération), doit communiquer de façon transparente sur cet avantage, pour ne pas tomber dans le cadre des pratiques commerciales trompeuses. Le marketing d'influence est donc soumis à des règles strictes de transparence aussi bien juridiques que celles apportées par des organismes professionnels comme l'ARPP.
Un influenceur est un individu pouvant influencer une autre personne ou un groupe de personnes. Cette capacité varie selon sa fréquence de communication, son pouvoir de persuasion, et son importance dans le réseau social.
L'activité d’influenceur s’est développée avec le rejet de la publicité et des marques par les consommateurs. En effet, en 2018, 25.2% des internautes aux États Unis ont bloqué les publicités sur leurs appareils. De nos jours, les marques n’hésitent pas à adopter des stratégies de communication mixtes pour atteindre les consommateurs dans différentes étapes de leur parcours d’achat, notamment en adoptant les leviers digitaux et en faisant confiance aux consommateurs pour promouvoir la marque.
L’influence est le processus par lequel la façon de penser ou le comportement d’une personne est affectée par l’action d’un tiers. Cela est différent de la manipulation, qui est une influence dissimulée, et est donc la capacité à causer des effets mesurables ou à changer les impressions ou comportements (Définition de Brian Solis)..
"
Information Security,"Information security, sometimes shortened to InfoSec, is the practice of protecting information by mitigating information risks. It is part of information risk management. It typically involves preventing or reducing the probability of unauthorized/inappropriate access to data, or the unlawful use, disclosure, disruption, deletion, corruption, modification, inspection, recording, or devaluation of information. It also involves actions intended to reduce the adverse impacts of such incidents. Protected information may take any form, e.g. electronic or physical, tangible (e.g. paperwork) or intangible (e.g. knowledge). Information security's primary focus is the balanced protection of the confidentiality, integrity, and availability of data (also known as the CIA triad) while maintaining a focus on efficient policy implementation, all without hampering organization productivity. This is largely achieved through a structured risk management process that involves: 

identifying information and related assets, plus potential threats, vulnerabilities, and impacts;
evaluating the risks
deciding how to address or treat the risks i.e. to avoid, mitigate, share or accept them
where risk mitigation is required, selecting or designing appropriate security controls and implementing them
monitoring the activities, making adjustments as necessary to address any issues, changes and improvement opportunitiesTo standardize this discipline, academics and professionals collaborate to offer guidance, policies, and industry standards on password, antivirus software, firewall, encryption software, legal liability, security awareness and training, and so forth. This standardization may be further driven by a wide variety of laws and regulations that affect how data is accessed, processed, stored, transferred and destroyed. However, the implementation of any standards and guidance within an entity may have limited effect if a culture of continual improvement isn't adopted..
"
Ingénierie de projet,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Ingénierie de test,"En informatique, un test désigne une procédure de vérification partielle d'un système. Son objectif principal est d'identifier un nombre maximal de comportements problématiques du logiciel. Il permet ainsi, dès lors que les problèmes identifiés seront corrigés, d'en augmenter la qualité.
D'une manière plus générale, le test désigne toutes les activités qui consistent à rechercher des informations quant à la qualité du système afin de permettre la prise de décisions.
Un test ressemble à une expérience scientifique. Il examine une hypothèse exprimée en fonction de trois éléments : les données en entrée, l'objet à tester et les observations attendues. Cet examen est effectué sous conditions contrôlées pour pouvoir tirer des conclusions et, dans l'idéal, être reproduit..
"
International Project Management,"Project management is the process of leading the work of a team to achieve all project goals within the given constraints. This information is usually described in project documentation, created at the beginning of the development process. The primary constraints are scope, time, and budget. The secondary challenge is to optimize the allocation of necessary inputs and apply them to meet pre-defined objectives.
The objective of project management is to produce a complete project which complies with the client's objectives. In many cases, the objective of project management is also to shape or reform the client's brief to feasibly address the client's objectives. Once the client's objectives are clearly established, they should influence all decisions made by other people involved in the project – for example, project managers, designers, contractors, and subcontractors. Ill-defined or too tightly prescribed project management objectives are detrimental to decision-making.
A project is a temporary and unique endeavor designed to produce a product, service, or result with a defined beginning and end (usually time-constrained, and often constrained by funding or staffing) undertaken to meet unique goals and objectives, typically to bring about beneficial change or added value.  The temporary nature of projects stands in contrast with business as usual (or operations), which are repetitive, permanent, or semi-permanent functional activities to produce products or services. In practice, the management of such distinct production approaches requires the development of distinct technical skills and management strategies..
"
